t,q_0,q_1,q_2,q_3,qd_0,qd_1,qd_2,qd_3,sp_0,sp_1,sp_2,sp_3,tau_0,tau_1,tau_2,tau_3
4.314000000000000057e+00,4.185552864358846326e-01,8.795797425385256663e-01,-1.429851925436012583e-01,-1.156633652274629886e+00,-3.350063376606908783e-01,-1.399699507080266747e-01,2.926119898199070479e-01,2.509774875102083191e-01,3.677844631297334521e-01,8.085125601847559240e-01,-1.101276736348398844e-01,-1.118701220279190389e+00,3.684989133468361544e-01,8.088285873129061887e-01,-1.107174251321292602e-01,-1.119480921834348885e+00
4.315999999999999837e+00,4.178857124398537293e-01,8.793011947564657316e-01,-1.424055229880678008e-01,-1.156138231933169669e+00,-3.347869980154445368e-01,-1.392738910299715915e-01,2.898347777667301117e-01,2.477101707300638223e-01,3.670694833030674342e-01,8.081960156085947755e-01,-1.095378120098855074e-01,-1.117917894133057422e+00,3.670694833030674342e-01,8.081960156085947755e-01,-1.095378120098855074e-01,-1.117917894133057422e+00
4.318000000000000504e+00,4.172144930537111107e-01,8.790201401045248941e-01,-1.418200014322573144e-01,-1.155628735703091214e+00,-3.356096930713222126e-01,-1.405273259704322708e-01,2.927607779052402437e-01,2.547481150392471583e-01,3.663539748964085851e-01,8.078789537870112447e-01,-1.089478408471282467e-01,-1.117130945933924702e+00,3.670694833030674342e-01,8.081960156085947755e-01,-1.095378120098855074e-01,-1.117917894133057422e+00
4.320000000000000284e+00,4.165437161819748324e-01,8.787404803263056952e-01,-1.412400405341451837e-01,-1.155125873077075926e+00,-3.353884358681400446e-01,-1.398298891095727248e-01,2.899804490560609627e-01,2.514313130076881730e-01,3.656379389400895574e-01,8.075613749229247906e-01,-1.083577607365397433e-01,-1.116340378231505115e+00,3.656379389400895574e-01,8.075613749229247906e-01,-1.083577607365397433e-01,-1.116340378231505115e+00
4.322000000000000064e+00,4.158712939543790510e-01,8.784583115794827313e-01,-1.406542237386047556e-01,-1.154608842194936758e+00,-3.362111137978835429e-01,-1.410843734115039272e-01,2.929083977702077179e-01,2.585154410696159366e-01,3.649213764652015635e-01,8.072432792195860518e-01,-1.077675722681990245e-01,-1.115546193587236390e+00,3.656379389400895574e-01,8.075613749229247906e-01,-1.083577607365397433e-01,-1.116340378231505115e+00
4.323999999999999844e+00,4.151993180782710957e-01,8.781775404534691853e-01,-1.400739738093749465e-01,-1.154098543801527654e+00,-3.359879380539729232e-01,-1.403855630067716298e-01,2.901249646149086092e-01,2.551491967045996234e-01,3.642042885035945421e-01,8.069246668805761802e-01,-1.071772760322955292e-01,-1.114748394574276436e+00,3.642042885035945421e-01,8.069246668805761802e-01,-1.071772760322955292e-01,-1.114748394574276436e+00
4.326000000000000512e+00,4.145256968855496327e-01,8.778942582700556274e-01,-1.394878641117294482e-01,-1.153573984967973809e+00,-3.368105963607369024e-01,-1.416410917067975062e-01,2.930548488227533999e-01,2.622794167769340046e-01,3.634866760878747161e-01,8.066055381098068411e-01,-1.065868726191244176e-01,-1.113946983777492683e+00,3.642042885035945421e-01,8.069246668805761802e-01,-1.071772760322955292e-01,-1.114748394574276436e+00
4.328000000000000291e+00,4.138525258833637976e-01,8.776123764472421040e-01,-1.389073274639717748e-01,-1.153056257420699948e+00,-3.365855010929211799e-01,-1.409409114067723956e-01,2.902683238788433262e-01,2.588637736369196474e-01,3.627685402514044255e-01,8.062858931115207684e-01,-1.059963626190895541e-01,-1.113141963793456757e+00,3.627685402514044255e-01,8.062858931115207684e-01,-1.059963626190895541e-01,-1.113141963793456757e+00
4.330000000000000071e+00,4.131777096087809742e-01,8.773279814881776995e-01,-1.383209272030209713e-01,-1.152524177433939423e+00,-3.374081372914117249e-01,-1.421974795322288598e-01,2.932001304754084936e-01,2.660399933802513051e-01,3.620498820282988528e-01,8.059657320902905431e-01,-1.054057466227014406e-01,-1.112333337230431374e+00,3.627685402514044255e-01,8.062858931115207684e-01,-1.059963626190895541e-01,-1.113141963793456757e+00
4.331999999999999851e+00,4.125033473657486738e-01,8.770449896221874653e-01,-1.377401061504451574e-01,-1.151999027442612178e+00,-3.371811215161369946e-01,-1.414959329950962463e-01,2.904105262879039806e-01,2.625749956636330151e-01,3.613307024534258005e-01,8.056450552510194818e-01,-1.048150252205749672e-01,-1.111521106708367013e+00,3.613307024534258005e-01,8.056450552510194818e-01,-1.048150252205749672e-01,-1.111521106708367013e+00
4.334000000000000519e+00,4.118273398994834467e-01,8.767594825510592882e-01,-1.371534176661546034e-01,-1.151459433198326776e+00,-3.380037331326246064e-01,-1.427535355640705828e-01,2.933442421452802651e-01,2.697971221426608834e-01,3.606110025624032489e-01,8.053238627989403042e-01,-1.042241990034320082e-01,-1.110705274858888147e+00,3.613307024534258005e-01,8.056450552510194818e-01,-1.048150252205749672e-01,-1.111521106708367013e+00
4.336000000000000298e+00,4.111517903077515079e-01,8.764753812981441738e-01,-1.365723145235814284e-01,-1.150926867568952350e+00,-3.377747958659635397e-01,-1.420506264575770172e-01,2.905515712865840983e-01,2.662828146871994983e-01,3.598907833915996890e-01,8.050021549396165765e-01,-1.036332685620992566e-01,-1.109885844325291471e+00,3.598907833915996890e-01,8.050021549396165765e-01,-1.036332685620992566e-01,-1.109885844325291471e+00
4.338000000000000078e+00,4.104745955468749319e-01,8.761887627811862922e-01,-1.359853401570732812e-01,-1.150379766060208420e+00,-3.385973804383005659e-01,-1.433092584789605883e-01,2.934871832540729142e-01,2.735507543719525869e-01,3.591700459781301813e-01,8.046799318789412681e-01,-1.030422344875060320e-01,-1.109062817762529685e+00,3.598907833915996890e-01,8.050021549396165765e-01,-1.036332685620992566e-01,-1.109885844325291471e+00
4.339999999999999858e+00,4.097978625054830015e-01,8.759035528002255822e-01,-1.354039572404255598e-01,-1.149839791694900137e+00,-3.383665206959589056e-01,-1.426049904803712298e-01,2.906914583238563443e-01,2.699871826541888620e-01,3.584487913598565223e-01,8.043571938231368623e-01,-1.024510973706874578e-01,-1.108236197837208836e+00,3.584487913598565223e-01,8.043571938231368623e-01,-1.024510973706874578e-01,-1.108236197837208836e+00
4.342000000000000526e+00,4.091194843539358028e-01,8.756158235063178363e-01,-1.348166993339693920e-01,-1.149285190012057756e+00,-3.391890757735931405e-01,-1.438646469538988060e-01,2.936289532280774717e-01,2.773008414212191353e-01,3.577270205753847465e-01,8.040339409787558012e-01,-1.018598578027795076e-01,-1.107405987227576105e+00,3.584487913598565223e-01,8.043571938231368623e-01,-1.024510973706874578e-01,-1.108236197837208836e+00
4.344000000000000306e+00,4.084415717687939762e-01,8.753295054588179358e-01,-1.342350389602630922e-01,-1.148737813908945915e+00,-3.389562925709138641e-01,-1.431590237499512641e-01,2.908301868531552592e-01,2.736880515558851035e-01,3.570047346640656816e-01,8.037101735526801516e-01,-1.012685163750222661e-01,-1.106572188623513586e+00,3.570047346640656816e-01,8.037101735526801516e-01,-1.012685163750222661e-01,-1.106572188623513586e+00
4.346000000000000085e+00,4.077620141373641816e-01,8.750406660594853836e-01,-1.336474998572667328e-01,-1.148175719239566961e+00,-3.397788157149055910e-01,-1.444196996662504284e-01,2.937695514981791267e-01,2.810473346895058788e-01,3.562819346659903963e-01,8.033858917521208287e-01,-1.006770736787575976e-01,-1.105734804726528298e+00,3.570047346640656816e-01,8.037101735526801516e-01,-1.012685163750222661e-01,-1.106572188623513586e+00
4.347999999999999865e+00,4.070829259212304096e-01,8.747532406095791524e-01,-1.330655643446019554e-01,-1.147620948492709125e+00,-3.395441080668751832e-01,-1.437127249531109097e-01,2.909677563323876393e-01,2.773853734289306039e-01,3.555586216219907003e-01,8.030610957846181508e-01,-1.000855303054271062e-01,-1.104893838249742632e+00,3.555586216219907003e-01,8.030610957846181508e-01,-1.000855303054271062e-01,-1.104893838249742632e+00
4.350000000000000533e+00,4.064021927275305868e-01,8.744632917789916249e-01,-1.324777463896022467e-01,-1.147051368121464243e+00,-3.403665968499102745e-01,-1.449744152937450237e-01,2.939089774998493443e-01,2.847901856224243633e-01,3.548347965736371457e-01,8.027357858580416172e-01,-9.949388684657466120e-02,-1.104049291917887698e+00,3.555586216219907003e-01,8.030610957846181508e-01,-1.000855303054271062e-01,-1.104893838249742632e+00
4.352000000000000313e+00,4.057219327999882497e-01,8.741747595934377113e-01,-1.318955380571543989e-01,-1.146489209920752428e+00,-3.401299637711619472e-01,-1.442660927769636448e-01,2.911041662239214345e-01,2.810791003559267032e-01,3.541104605632380831e-01,8.024099621805895755e-01,-9.890214389384417715e-02,-1.103201168467292659e+00,3.541104605632380831e-01,8.024099621805895755e-01,-9.890214389384417715e-02,-1.103201168467292659e+00
4.354000000000000092e+00,4.050400279684331362e-01,8.738837020084087026e-01,-1.313074435958080655e-01,-1.145912151229326881e+00,-3.409524157775697950e-01,-1.455287925144824746e-01,2.940472306731606866e-01,2.885293457128029204e-01,3.533856146338368864e-01,8.020836249607891100e-01,-9.831030203897751785e-02,-1.102349470645877183e+00,3.541104605632380831e-01,8.024099621805895755e-01,-9.890214389384417715e-02,-1.103201168467292659e+00
4.355999999999999872e+00,4.043586002558683390e-01,8.735940637565907663e-01,-1.307249647638188683e-01,-1.145342612860394738e+00,-3.407138562823906480e-01,-1.448191259089477156e-01,2.912394159946026795e-01,2.847691844660775740e-01,3.526602598292117863e-01,8.017567744074960423e-01,-9.771836187381756356e-02,-1.101494201213141011e+00,3.526602598292117863e-01,8.017567744074960423e-01,-9.771836187381756356e-02,-1.101494201213141011e+00
4.357999999999999652e+00,4.036755277176520273e-01,8.733018980965768785e-01,-1.301365961428933016e-01,-1.144758083327392262e+00,-3.415362691081579860e-01,-1.460828300069305363e-01,2.941843104627803185e-01,2.922647665012930718e-01,3.519343971938734827e-01,8.014294107298947090e-01,-9.712632399030331209e-02,-1.100635362940156625e+00,3.526602598292117863e-01,8.017567744074960423e-01,-9.771836187381756356e-02,-1.101494201213141011e+00
4.360000000000000320e+00,4.029929361532310628e-01,8.730111544505032573e-01,-1.295538491326618247e-01,-1.144181172171520711e+00,-3.412957822104924488e-01,-1.453718230368234443e-01,2.913735051157453348e-01,2.884555779357873551e-01,3.512080277730637023e-01,8.011015341374977394e-01,-9.653418898047318175e-02,-1.099772958609558371e+00,3.512080277730637023e-01,8.011015341374977394e-01,-9.653418898047318175e-02,-1.099772958609558371e+00
4.362000000000000099e+00,4.023086998463045183e-01,8.727178813976034233e-01,-1.289652087000258684e-01,-1.143589179372366704e+00,-3.421181534632793397e-01,-1.466365264499291943e-01,2.943202163179773900e-01,2.959963995770179546e-01,3.504811526127549759e-01,8.007731448401463892e-01,-9.594195743646265206e-02,-1.098906991015537127e+00,3.512080277730637023e-01,8.011015341374977394e-01,-9.653418898047318175e-02,-1.099772958609558371e+00
4.363999999999999879e+00,4.016249483699510514e-01,8.724260330319060230e-01,-1.283821958338995928e-01,-1.143004902906388009e+00,-3.418757381767351111e-01,-1.459241828486776971e-01,2.915064330631389478e-01,2.921382329893008611e-01,3.497537727596469748e-01,8.004442430480096515e-01,-9.534962995050214052e-02,-1.098037462963826094e+00,3.497537727596469748e-01,8.004442430480096515e-01,-9.534962995050214052e-02,-1.098037462963826094e+00
4.365999999999999659e+00,4.009395522389992972e-01,8.721316532708606184e-01,-1.277932859385143560e-01,-1.142405454513231611e+00,-3.426980654758891576e-01,-1.471898805226879436e-01,2.944549476926126008e-01,2.997241965781729522e-01,3.490258892611666219e-01,8.001148289715847017e-01,-9.475720711492016668e-02,-1.097164377271695912e+00,3.497537727596469748e-01,8.004442430480096515e-01,-9.534962995050214052e-02,-1.098037462963826094e+00
4.368000000000000327e+00,4.002546447973718280e-01,8.718387008627948020e-01,-1.272100095398802921e-01,-1.141813820309433014e+00,-3.424537208137409250e-01,-1.464762040329197768e-01,2.916381993170344411e-01,2.958171018992983847e-01,3.482975031654658160e-01,7.997849028216963418e-01,-9.416468952213842558e-02,-1.096287736767942222e+00,3.482975031654658160e-01,7.997849028216963418e-01,-9.416468952213842558e-02,-1.096287736767942222e+00
4.370000000000000107e+00,3.995680927937911853e-01,8.715432150809852008e-01,-1.266208325317899897e-01,-1.141206924091047625e+00,-3.432760017903144223e-01,-1.477428909047923400e-01,2.945885040451550752e-01,3.034481091926867213e-01,3.475686155214208761e-01,7.994544648094976669e-01,-9.357207776467503513e-02,-1.095407544292881452e+00,3.482975031654658160e-01,7.997849028216963418e-01,-9.416468952213842558e-02,-1.096287736767942222e+00
4.371999999999999886e+00,3.988820333402601781e-01,8.712491593104285670e-01,-1.260372949250656571e-01,-1.140607939817072536e+00,-3.430297267655099680e-01,-1.470278852782901657e-01,2.917688033621671506e-01,2.994921369875485073e-01,3.468392273786297109e-01,7.991235151464689546e-01,-9.297937243514219074e-02,-1.094523802698334825e+00,3.468392273786297109e-01,7.991235151464689546e-01,-9.297937243514219074e-02,-1.094523802698334825e+00
4.373999999999999666e+00,3.981943294221356178e-01,8.709525681978761424e-01,-1.254478531553883114e-01,-1.139993603638754793e+00,-3.438519590622731714e-01,-1.482955562762026391e-01,2.947208848386758118e-01,3.071680891588168816e-01,3.461093397874109856e-01,7.987920540444175543e-01,-9.238657412624413923e-02,-1.093636514847625696e+00,3.468392273786297109e-01,7.991235151464689546e-01,-9.297937243514219074e-02,-1.094523802698334825e+00
4.376000000000000334e+00,3.975071219167607417e-01,8.706574097473284146e-01,-1.248640566660128293e-01,-1.139387277057503756e+00,-3.436037526874365922e-01,-1.475792252738546972e-01,2.918982446877404491e-01,3.031632906254839721e-01,3.453789537988025682e-01,7.984600817154787755e-01,-9.179368343077964898e-02,-1.092745683615564012e+00,3.453789537988025682e-01,7.984600817154787755e-01,-9.179368343077964898e-02,-1.092745683615564012e+00
4.378000000000000114e+00,3.968182700488429582e-01,8.703597139966938734e-01,-1.242743524869311250e-01,-1.138765508880972055e+00,-3.444259339588950364e-01,-1.488478753172562397e-01,2.948520895408535680e-01,3.108840882657961657e-01,3.446480704645605853e-01,7.981275983721151102e-01,-9.120070094163991448e-02,-1.091851311888444309e+00,3.453789537988025682e-01,7.984600817154787755e-01,-9.179368343077964898e-02,-1.092745683615564012e+00
4.379999999999999893e+00,3.961299184583502719e-01,8.700634535512759005e-01,-1.236902994413562468e-01,-1.138151847850502385e+00,-3.441757952463334047e-01,-1.481302227090116330e-01,2.920265227874385694e-01,3.068305152348599352e-01,3.439166908371567022e-01,7.977946042271157889e-01,-9.060762725180630806e-02,-1.090953402564028840e+00,3.439166908371567022e-01,7.977946042271157889e-01,-9.060762725180630806e-02,-1.090953402564028840e+00
4.381999999999999673e+00,3.954399226120328126e-01,8.697646538578586162e-01,-1.231003352061083161e-01,-1.137522655733793409e+00,-3.449979231587412820e-01,-1.493998467086665727e-01,2.949821176239655340e-01,3.145960583544423206e-01,3.431848159697774570e-01,7.974610994935970032e-01,-9.001446295435351630e-02,-1.090051958551543798e+00,3.439166908371567022e-01,7.977946042271157889e-01,-9.060762725180630806e-02,-1.090953402564028840e+00
4.384000000000000341e+00,3.947504309097918940e-01,8.694672921053115955e-01,-1.225160279317894924e-01,-1.136901668207216831e+00,-3.447458511204471443e-01,-1.486808762734859457e-01,2.921536371594094517e-01,3.104937632883383314e-01,3.424524469163219287e-01,7.971270843850015719e-01,-8.942120864244475220e-02,-1.089146982771666217e+00,3.424524469163219287e-01,7.971270843850015719e-01,-8.942120864244475220e-02,-1.089146982771666217e+00
4.386000000000000121e+00,3.940592950630882330e-01,8.691673891670484986e-01,-1.219258059946596862e-01,-1.136265060304581187e+00,-3.455679233518248461e-01,-1.499514691315293469e-01,2.951109685649042080e-01,3.183039513177957081e-01,3.417195847314025703e-01,7.967925591150993858e-01,-8.882786490933480827e-02,-1.088238478156517086e+00,3.424524469163219287e-01,7.971270843850015719e-01,-8.942120864244475220e-02,-1.089146982771666217e+00
4.387999999999999901e+00,3.933686672290892528e-01,8.688689267977338648e-01,-1.213412468200471134e-01,-1.135636754329961029e+00,-3.453139169994828284e-01,-1.492311846573372014e-01,2.922795873062861705e-01,3.141529873101283066e-01,3.409862304703402680e-01,7.964575238979866301e-01,-8.823443234836787774e-02,-1.087326447649651584e+00,3.409862304703402680e-01,7.964575238979866301e-01,-8.823443234836787774e-02,-1.087326447649651584e+00
4.389999999999999680e+00,3.926763953666099760e-01,8.685679213151992206e-01,-1.207507695363567723e-01,-1.134992738891757558e+00,-3.461359312396289356e-01,-1.505027412673204112e-01,2.952386418451705130e-01,3.220077191017302054e-01,3.402523851891650075e-01,7.961219789480857845e-01,-8.764091155297540348e-02,-1.086410894206045974e+00,3.409862304703402680e-01,7.964575238979866301e-01,-8.823443234836787774e-02,-1.087326447649651584e+00
4.392000000000000348e+00,3.919846353874407163e-01,8.682683590220973135e-01,-1.201659607908864141e-01,-1.134357122612004387e+00,-3.458799895846182415e-01,-1.497811465509580886e-01,2.924043727351771094e-01,3.178081398765822962e-01,3.395180499446135980e-01,7.957859244801456233e-01,-8.704730311667870091e-02,-1.085491820792093831e+00,3.395180499446135980e-01,7.957859244801456233e-01,-8.704730311667870091e-02,-1.085491820792093831e+00
4.394000000000000128e+00,3.912912315003704844e-01,8.679662516985015008e-01,-1.195752305169846541e-01,-1.133705707984593136e+00,-3.467019435351282874e-01,-1.510536617978987528e-01,2.953651369508778490e-01,3.257073137055895851e-01,3.387832257941292280e-01,7.954493607092409935e-01,-8.645360763308666818e-02,-1.084569230385591831e+00,3.395180499446135980e-01,7.957859244801456233e-01,-8.704730311667870091e-02,-1.085491820792093831e+00
4.395999999999999908e+00,3.905983433691934126e-01,8.676655901772113433e-01,-1.189901745310693176e-01,-1.133062789637359513e+00,-3.464440655885291931e-01,-1.503307606450744183e-01,2.925279929576686810e-01,3.214591736168248004e-01,3.380479137958581903e-01,7.951122878507725922e-01,-8.585982569589366287e-02,-1.083643125975732424e+00,3.380479137958581903e-01,7.951122878507725922e-01,-8.585982569589366287e-02,-1.083643125975732424e+00
4.397999999999999687e+00,3.899038114552678125e-01,8.673623817184002993e-01,-1.183991936243238285e-01,-1.132403984262993824e+00,-3.472659569628084864e-01,-1.516042294055054140e-01,2.954904533727464866e-01,3.294026871827901992e-01,3.373121150086497710e-01,7.947747061204670782e-01,-8.526595789888266608e-02,-1.082713510563092729e+00,3.380479137958581903e-01,7.951122878507725922e-01,-8.585982569589366287e-02,-1.083643125975732424e+00
4.400000000000000355e+00,3.892097991717969885e-01,8.670606216671388200e-01,-1.178138927293441857e-01,-1.131753772180567053e+00,-3.470061417354052269e-01,-1.508800256307463727e-01,2.926504474898181107e-01,3.251060412133509603e-01,3.365758304920537514e-01,7.944366157343766277e-01,-8.467200483592032811e-02,-1.081780387159625656e+00,3.365758304920537514e-01,7.944366157343766277e-01,-8.467200483592032811e-02,-1.081780387159625656e+00
4.402000000000000135e+00,3.885141432352796076e-01,8.667563127815932633e-01,-1.172226635481319473e-01,-1.131087584597284090e+00,-3.478279682586857269e-01,-1.521544427727697657e-01,2.956145906061172779e-01,3.330937916414637434e-01,3.358390613063201857e-01,7.940980169088793783e-01,-8.407796710096022974e-02,-1.080843758788650799e+00,3.365758304920537514e-01,7.944366157343766277e-01,-8.467200483592032811e-02,-1.081780387159625656e+00
4.403999999999999915e+00,3.878190108057576468e-01,8.664534549011945197e-01,-1.166371200764276111e-01,-1.130430087206478751e+00,-3.475662147609719921e-01,-1.514289401993731965e-01,2.927717358521692570e-01,3.287486954026600516e-01,3.351018085123964596e-01,7.937589098606784299e-01,-8.348384528804055071e-02,-1.079903628484843336e+00,3.351018085123964596e-01,7.937589098606784299e-01,-8.348384528804055071e-02,-1.079903628484843336e+00
4.405999999999999694e+00,3.871222348574169803e-01,8.661480463000290619e-01,-1.160456449801257200e-01,-1.129756526047988707e+00,-3.483879741703259092e-01,-1.527043005827070921e-01,2.957375481509446624e-01,3.367805792450599411e-01,3.343640731719263459e-01,7.934192948068022888e-01,-8.288963999128200200e-02,-1.078959999294223815e+00,3.351018085123964596e-01,7.937589098606784299e-01,-8.348384528804055071e-02,-1.079903628484843336e+00
4.408000000000000362e+00,3.864259862945919610e-01,8.658440912939436851e-01,-1.154598612649862382e-01,-1.129091751870036964e+00,-3.481242814125083962e-01,-1.519775030426897267e-01,2.928918575697413984e-01,3.323870889758444580e-01,3.336258563472483951e-01,7.930791719646043125e-01,-8.229535180489037927e-02,-1.078012874274150379e+00,3.336258563472483951e-01,7.930791719646043125e-01,-8.229535180489037927e-02,-1.078012874274150379e+00
4.410000000000000142e+00,3.857280943516782079e-01,8.655375836909062759e-01,-1.148681426139626233e-01,-1.128410825865610922e+00,-3.489459714568652893e-01,-1.532538015187223379e-01,2.958593255118043830e-01,3.404630022129919720e-01,3.328871591013951581e-01,7.927385415517637091e-01,-8.170098132315434247e-02,-1.077062256493307224e+00,3.336258563472483951e-01,7.930791719646043125e-01,-8.229535180489037927e-02,-1.078012874274150379e+00
4.411999999999999922e+00,3.850307336747804676e-01,8.652325322652006934e-01,-1.142821209896185408e-01,-1.127738783516052390e+00,-3.486803384488688651e-01,-1.525257128527717498e-01,2.930108121720384484e-01,3.360211747792318238e-01,3.321479824980904105e-01,7.923974037862834274e-01,-8.110652914044326478e-02,-1.076108149031695937e+00,3.321479824980904105e-01,7.923974037862834274e-01,-8.110652914044326478e-02,-1.076108149031695937e+00
4.413999999999999702e+00,3.843317297610023831e-01,8.649249263766715101e-01,-1.136901611452227762e-01,-1.127050501490409973e+00,-3.495019568890286310e-01,-1.538029442646075551e-01,2.959799221978818284e-01,3.441410128212144537e-01,3.314083276017482094e-01,7.920557588864917120e-01,-8.051199585121032731e-02,-1.075150554980622619e+00,3.321479824980904105e-01,7.923974037862834274e-01,-8.110652914044326478e-02,-1.076108149031695937e+00
4.416000000000000369e+00,3.836332609957213702e-01,8.646187792400275018e-01,-1.131039039468367119e-01,-1.126371199678980028e+00,-3.492343826404992746e-01,-1.530735683220317556e-01,2.931285991930340229e-01,3.396509057149590394e-01,3.306681954774712828e-01,7.917136070710413254e-01,-7.991738204998771744e-02,-1.074189477442691887e+00,3.306681954774712828e-01,7.917136070710413254e-01,-7.991738204998771744e-02,-1.074189477442691887e+00
4.418000000000000149e+00,3.829331491412230615e-01,8.643100757850183946e-01,-1.125117052713907329e-01,-1.125675570552174154e+00,-3.500559272491495788e-01,-1.543517275045494797e-01,2.960993377229907964e-01,3.478145634028836919e-01,3.299275871910502533e-01,7.913709485589095483e-01,-7.932268833138972353e-02,-1.073224919531793775e+00,3.306681954774712828e-01,7.917136070710413254e-01,-7.991738204998771744e-02,-1.074189477442691887e+00
4.419999999999999929e+00,3.822335763196841318e-01,8.640028336487319827e-01,-1.119252148350483450e-01,-1.124989018082690917e+00,-3.497864107694602653e-01,-1.536210681432270964e-01,2.932452181711932560e-01,3.432762347416171700e-01,3.291865038089606954e-01,7.910277835693976245e-01,-7.872791529011054223e-02,-1.072256884373095520e+00,3.291865038089606954e-01,7.910277835693976245e-01,-7.872791529011054223e-02,-1.072256884373095520e+00
4.421999999999999709e+00,3.815323605610217439e-01,8.636930333488856970e-01,-1.113327796918372192e-01,-1.124286050869993003e+00,-3.506078793311898090e-01,-1.549001499231270063e-01,2.962175716055646113e-01,3.514836063489537032e-01,3.284449463983625805e-01,7.906841123221313161e-01,-7.813306352092209972e-02,-1.071285375103029791e+00,3.291865038089606954e-01,7.910277835693976245e-01,-7.872791529011054223e-02,-1.072256884373095520e+00
4.424000000000000377e+00,3.808316877217628460e-01,8.633846969268668126e-01,-1.107460583545383098e-01,-1.123592256640243425e+00,-3.503364196294429522e-01,-1.541682110094551306e-01,2.933606686494574234e-01,3.468971148748393740e-01,3.277029160270978347e-01,7.903399350370597931e-01,-7.753813361867663290e-02,-1.070310394869285808e+00,3.277029160270978347e-01,7.903399350370597931e-01,-7.753813361867663290e-02,-1.070310394869285808e+00
4.426000000000000156e+00,3.801293721018813021e-01,8.630738005064562124e-01,-1.101533891078009808e-01,-1.122881960452025929e+00,-3.511578099407582920e-01,-1.554482102053140746e-01,2.963346233686626752e-01,3.551480941087941101e-01,3.269604137636911712e-01,7.899952519344571877e-01,-7.694312617830455225e-02,-1.069331946830798907e+00,3.277029160270978347e-01,7.903399350370597931e-01,-7.753813361867663290e-02,-1.070310394869285808e+00
4.427999999999999936e+00,3.794276032898297180e-01,8.627643705152279185e-01,-1.095664392074504750e-01,-1.122180933453650109e+00,-3.508844060257915176e-01,-1.547149956141594118e-01,2.934749501752559886e-01,3.505134991879146344e-01,3.262174406773451496e-01,7.896500632349202631e-01,-7.634804179481216591e-02,-1.068350034157739659e+00,3.262174406773451496e-01,7.896500632349202631e-01,-7.634804179481216591e-02,-1.068350034157739659e+00
4.429999999999999716e+00,3.787241918580394606e-01,8.624523787011549869e-01,-1.089735382223705473e-01,-1.121463317495268397e+00,-3.517057158951303886e-01,-1.559959070364783373e-01,2.964504925399609747e-01,3.588079791908102001e-01,3.254739978379410092e-01,7.893043691593697453e-01,-7.575288106328488535e-02,-1.067364660031504542e+00,3.262174406773451496e-01,7.896500632349202631e-01,-7.634804179481216591e-02,-1.068350034157739659e+00
4.432000000000000384e+00,3.780213311244884355e-01,8.621418558598527015e-01,-1.083863620977695702e-01,-1.120755066813643674e+00,-3.514303667755186988e-01,-1.552614206511239991e-01,2.935880623004893386e-01,3.541253408123986035e-01,3.247300863160358930e-01,7.889581699290498795e-01,-7.515764457888232664e-02,-1.066375827644703733e+00,3.247300863160358930e-01,7.889581699290498795e-01,-7.515764457888232664e-02,-1.066375827644703733e+00
4.434000000000000163e+00,3.773168279364418898e-01,8.618287693816478745e-01,-1.077932317404660389e-01,-1.120030140385317452e+00,-3.522515940232666676e-01,-1.565432391023875991e-01,2.965651786517686794e-01,3.624632141630630966e-01,3.239857071828628476e-01,7.886114657655282079e-01,-7.456233293684144670e-02,-1.065383540201155332e+00,3.247300863160358930e-01,7.889581699290498795e-01,-7.515764457888232664e-02,-1.066375827644703733e+00
4.435999999999999943e+00,3.766128793390272067e-01,8.615171544120189262e-01,-1.072058317313029363e-01,-1.119314675199440057e+00,-3.519742987073280482e-01,-1.558074848144833935e-01,2.937000045815518212e-01,3.577325929387284997e-01,3.232408615103274929e-01,7.882642568906954583e-01,-7.396694673247436458e-02,-1.064387800915868043e+00,3.232408615103274929e-01,7.882642568906954583e-01,-7.396694673247436458e-02,-1.064387800915868043e+00
4.437999999999999723e+00,3.759072884566955208e-01,8.612029740018405377e-01,-1.066124743688208892e-01,-1.118582447696132354e+00,-3.527954411658326683e-01,-1.570902050892076240e-01,2.966786812410201479e-01,3.661137516538704451e-01,3.224955503710074112e-01,7.879165435267651008e-01,-7.337148656116619649e-02,-1.063388613015037620e+00,3.232408615103274929e-01,7.882642568906954583e-01,-7.396694673247436458e-02,-1.064387800915868043e+00
4.440000000000000391e+00,3.752022560593722411e-01,8.608902676282430555e-01,-1.060248528156622488e-01,-1.117859777278498834e+00,-3.525161986616313081e-01,-1.563531867987169310e-01,2.938107765793173676e-01,3.613352088168061416e-01,3.217497748381502043e-01,7.875683258962736799e-01,-7.277595301837758157e-02,-1.062385979736029995e+00,3.217497748381502043e-01,7.875683258962736799e-01,-7.277595301837758157e-02,-1.062385979736029995e+00
4.442000000000000171e+00,3.744955815510218056e-01,8.605749940208760052e-01,-1.054312708159636791e-01,-1.117120258189793880e+00,-3.533372541752184404e-01,-1.576368036835056607e-01,2.967909998492819224e-01,3.697595443524376302e-01,3.210035359856731607e-01,7.872196042220807044e-01,-7.218034669964254468e-02,-1.061379904327378609e+00,3.217497748381502043e-01,7.875683258962736799e-01,-7.277595301837758157e-02,-1.062385979736029995e+00
